音标,word,meaning,pos,例句,词组
/ˌʌnfərˈɡetəbəl/,unforgettable,难忘的,adj.,"The fireworks display at the New Year's Eve celebration was truly unforgettable.
新年除夕庆祝活动中的烟花表演确实令人难忘。","fireworks display 烟火秀
at the New Year's Eve celebration 在新年除夕庆祝活动中
be unforgettable 是令人难忘的"
,until,直到,prep.,"She'll stay with us until the concert ends.
她会一直待在我们这儿，直到音乐会结束。","stay with 和...待在一起
until 直到"
,vision,视力,n.,"Her vision for a better future inspired many people.
她对更美好未来的愿景激励了很多人。","inspire many people 激励许多人
for a better future 为了更美好的未来"
,volume,体积,n.,"She bought a speaker with a big volume.
她买了一个音量很大的音箱。","buy a speaker 购买音箱
with a big volume 音量很大的"
,weather,天气,n.,"The forecast says we'll have heavy rain tomorrow.
天气预报说明天会下大雨。","heavy rain 大雨
have heavy rain 下大雨"
,Wednesday,星期三,n.,"Wednesday is a day of mid-week.
周三是一周的中间一天。",mid-week 一周的中间
/wɪrd/,weird,古怪的,adj.,"The weird dream still haunts me in my sleep.
这个奇怪的梦一直在我睡梦中困扰着我。","haunt 困扰
in one's sleep 在睡梦中"
,whether,是否,conj.,"The tourists debated whether to take the bus or hike to the scenic viewpoint.
游客们争论是乘公交车还是徒步前往观景点。",debate whether to do 争论是否做
,which,哪一个,pron.,"Which book do you want to read?
你想读哪本书呢？",want to read 想读
,writing,写作,n.,"She spent most of her free time writing poetry.
她把大部分空闲时间花在了写诗上。","spend time writing 花时间写作
write poetry 写诗
free time 空闲时间"
/jɒt/,yacht,游艇,n.,"The billionaire's luxury yacht was docked at the exclusive marina.
这位亿万富翁的豪华游艇停泊在专属游艇港。",be docked at 停泊在
,young,年轻的,adj.,"The children are still young and innocent.
孩子们仍然年幼且纯真。","be young　　年轻
be innocent　　纯真"
/fɪb/,fib,小谎,n.,"She's prone to telling fibs.
她很容易说小谎。","be prone to 易于
tell fibs 说谎"
/ˈfaɪbrəs/,fibrous,纤维状的,adj.,"The rope was made of fibrous plant fibers.
绳子由纤维状的植物纤维制成。",be made of 由……制成
/pɒks/,pox,痘；疹,n.,"Smallpox was highly contagious and spread rapidly in crowded urban areas.
天花传染性很高，在拥挤的城市地区传播迅速。","be highly contagious 高度传染性的
spread rapidly 迅速传播
in crowded urban areas 在人口密集的城市地区"
/ˈsɪəriəl/  /ˈsɪriəl/,serial,连续的；系列,adj. n.,"The series was a huge success, and the show was able to continue with new serial episodes.
该剧大获成功，并得以继续推出新的连续剧集。","be a huge success 是一个巨大的成功
be able to 能够
continue with 继续"
,stake,股份,n.,"The investors put a high stake on the new project.
投资者对该新项目下了重注。",put a high stake on 在……上押上很高的筹码
/djuːk/,duke,公爵,n.,"The duke was known for his kindness throughout the kingdom.
公爵以其善良的品格在全王国都为人所熟知。","be known for 以……而闻名
throughout the kingdom 在整个王国"
/ˈlɒbi/,lobby,游说,v.,"Representatives from the city are currently lobbying lawmakers to increase funding for a new transportation system.
市政府代表目前正在游说立法人员，增加新交通系统的资金支持。","lobby lawmakers 游说立法人员
increase funding for 增加……的资金
representatives from 来自……的代表"
,bat,蝙蝠,n.,"The bat flew into the dark cave.
蝙蝠飞进了黑暗的山洞。","fly into    飞进
into the cave    进入山洞"
,scratch,抓痕,n.,"She tried to scratch the itch on her arm.
她试着挠挠手臂上的痒处。","scratch the itch 挠痒
try to 尝试
on her arm 在她的手臂上"
/ˈkɒŋkriːt/,concrete,具体的,adj.,"Concrete is a strong and durable building material.
混凝土是坚固耐用的建筑材料。",building material 建筑材料
,draft,草案,n.,"The team is working on a draft of the proposal.
团队正在草拟一份提案。","work on 致力于
a draft of 草案"
,architecture,建筑学,n.,"The design of the new city was the result of innovative modern architecture.
新城市的设计是创新的现代建筑的产物。",be the result of 是……的结果
,bang,猛击,v.,"The fireworks exploded with a loud bang in the night sky.
烟花在夜空中爆炸，发出巨大的声响。","explode with a loud bang 爆炸发出巨响
in the night sky 在夜空中"
,bed,床,n.,"She went back to her bed after taking a shower.
洗了个澡后，她回到了床上。","take a shower 洗澡
go back to bed 回到床上"
,billion,十亿,n.,"The population of China is over a billion people.
中国人口超过十亿人。","be over a billion 超过十亿
population of ……的人口"
,capital,资本,n.,"The city is the capital of California.
这座城市是加利福尼亚州的首府。",the capital of ……的首都
,classical,古典的,adj.,"The piano concerto is a classical music piece that requires great skill and technique.
钢琴协奏曲是一种古典音乐作品，需要极大的技巧和技艺。",require great skill and technique 需要极大的技巧和技艺
,construction,建设,n.,"The new skyscraper's construction is expected to be completed by the end of the year.
新摩天大楼的建设预计将于今年年底完成。","be expected to 预计
be completed 完成
by the end of the year 到年底"
,create,创造,v.,"I love to draw and create beautiful paintings in my free time.
我很喜欢在空闲时间画画并创作美丽的画作。","love to draw 喜欢画画
create beautiful paintings 创作美丽的绘画
in my free time 在空闲时间"
,crime,犯罪,n.,"The suspect was arrested for the crime of theft.
嫌疑人因盗窃罪被逮捕。",be arrested for 因……被逮捕
,declare,宣布,v.,"She will officially declare her candidacy for president tomorrow.
她将于明天正式宣布竞选总统。",declare candidacy for 宣布竞选……
,developer,开发商,n.,"The company is hiring a developer to work on their new mobile app.
公司正在招聘一位开发者，负责其新移动应用的开发。","hire a developer 聘用开发者
work on 致力于；从事"
,dig,挖掘,v.,"The children started to dig in the sandbox at the park.
他们在公园的沙箱里开始挖掘。","start to dig 开始挖掘
dig in 掘进；开始吃
in the sandbox 在沙箱里
at the park 在公园"
,dirt,泥土,n.,"The baby fell into the dirt.
婴儿跌入泥土里。",fall into\t跌入
,draw,画,v.,"Children love to draw pictures.
孩子们喜欢画画。","love to draw 喜欢画画
draw pictures 画画"
,drug,药物,n.,"She took medicine to treat her cold, but her brother thought she was taking a drug to get high.
她吃了药治疗感冒，但她的兄弟以为她是在服用毒品来获取快感。","take medicine 服用药物
treat a cold 治疗感冒
take a drug 服用毒品
get high 获得兴奋感"
/ˈempaɪər/,empire,帝国,n.,"The Roman Empire was known for its grandeur and military conquests.
罗马帝国以其宏伟和军事征服而闻名。",be known for 因……而闻名
/ɪkˈstenʃən/,extension,延伸,n.,"The company will launch an extension of their existing product line next quarter.
公司将在下个季度推出现有产品线的扩展。",launch an extension of 推出……的扩展
,growth,增长,n.,"The city's population was growing rapidly due to the new business opportunities.
由于新的商业机会，城市的人口正快速增长。","grow rapidly 增长迅速
due to 由于"
/hɒrɪ'zɒnt(ə)l/,horizontal,水平的,adj.,"The city's main street had a horizontal road that continued for several miles.
城市的主干道有一条水平的道路，延伸了几英里。","main street 主要街道
continue for 持续了"
